pop_id	population	latitude	longitude	family	urban_rural	sample_source	ethnic_origin	geographic_region	sample_size	test_date	source_url	retrieved_at
slovenia-pop-3	Slovenia pop 3	46º 3' N	14º 30' E	Not Known	Urban and Rural	Controls for Disease Study	Caucasoid	Europe	130	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Slovenia%20pop%203	2026-08-26
solomon-islands-kir	Solomon Islands KIR	9º 28' S	159º 49' E	Not Known	Unknown	Controls for Disease Study	Melanesian	Oceania	40	2008	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Solomon%20Islands%20KIR	2026-08-26
south-africa-black-african-kir	South Africa Black African KIR	26º 8' S	28º 3' E	Not Known	Unknown	Anthropology Study	Black	Sub-Saharan Africa	167	2017	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20Africa%20Black%20African%20KIR	2026-08-26
south-africa-cape-town-black	South Africa Cape Town Black	34º 7' S	18º 22' E	Not Known	Urban	Controls for Disease Study	Black	Sub-Saharan Africa	84	2024	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20Africa%20Cape%20Town%20Black	2026-08-26
south-africa-carletonville-gauteng-kir	South Africa Carletonville Gauteng KIR	26º 21' S	27º 23' E	Not Known	Rural	Other	Black	Sub-Saharan Africa	81	0	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20Africa%20Carletonville%20Gauteng%20KIR	2026-08-26
south-africa-caucasian-kir	South Africa Caucasian KIR	26º 8' S	28º 3' E	Not Known	Unknown	Anthropology Study	Caucasoid	Sub-Saharan Africa	97	2017	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20Africa%20Caucasian%20KIR	2026-08-26
south-africa-caucasians	South Africa Caucasians	30º 0' S	25º 0' E	Not Known	Unknown	Anthropology Study	Caucasoid	Sub-Saharan Africa	102	2012	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20Africa%20Caucasians	2026-08-26
south-africa-durban-black	South Africa Durban Black	29º 51' S	31º 0' E	Not Known	Urban and Rural	Controls for Disease Study	Black	Sub-Saharan Africa	22	2024	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20Africa%20Durban%20Black	2026-08-26
south-africa-indian-kir	South Africa Indian KIR	26º 8' S	28º 3' E	Not Known	Unknown	Anthropology Study	Asian	Sub-Saharan Africa	50	2017	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20Africa%20Indian%20KIR	2026-08-26
south-africa-johannesburg-black	South Africa Johannesburg Black	26º 11' S	28º 2' E	Not Known	Urban	Controls for Disease Study	Black	Sub-Saharan Africa	120 (A = 119, B = 116, DPB1 = 114, DQB1 = 118, DRB1 = 117)	2024	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20Africa%20Johannesburg%20Black	2026-08-26
south-africa-limpopo-venda	South Africa Limpopo Venda	24º 0' S	29º 30' E	Not Known	Unknown	Controls for Disease Study	Black	Sub-Saharan Africa	117	2005	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20Africa%20Limpopo%20Venda	2026-08-26
south-africa-mixed-ancestry-kir	South Africa Mixed Ancestry KIR	26º 20' S	28º 3' E	Not Known	Unknown	Anthropology Study	Mixed	Sub-Saharan Africa	50	2017	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20Africa%20Mixed%20Ancestry%20KIR	2026-08-26
south-africa-natal-region-zulu-cytokine	South Africa Natal Region Zulu Cytokine	30º 0' S	22º 0' E	Not Known	Unknown	Anthropology Study	Black	Sub-Saharan Africa	86	2002	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20Africa%20Natal%20Region%20Zulu%20Cytokine	2026-08-26
south-africa-natal-tamil	South Africa Natal Tamil	30º 0' S	31º 0' E	Not Known	Urban	Anthropology Study	Other	Sub-Saharan Africa	51	2002	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20Africa%20Natal%20Tamil	2026-08-26
south-africa-natal-zulu	South Africa Natal Zulu	29º 0' S	31º 0' E	Not Known	Unknown	Anthropology Study	Black	Sub-Saharan Africa	100	2000	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20Africa%20Natal%20Zulu	2026-08-26
south-africa-san-kir	South Africa San KIR	34º 21' S	18º 28' E	Not Known	Rural	Anthropology Study	Black	Sub-Saharan Africa	91	2006	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20Africa%20San%20KIR	2026-08-26
south-africa-tswana	South Africa Tswana	25º 51' S	25º 38' E	Not Known	Urban	Other	Black	Sub-Saharan Africa	41	2006	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20Africa%20Tswana	2026-08-26
south-africa-worcester	South Africa Worcester	33º 39' S	19º 27' E	Not Known	Urban and Rural	Disease Study Patients	Black	Sub-Saharan Africa	159 (DPA1 = 61, DPB1 = 158, DQB1 = 158)	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20Africa%20Worcester	2026-08-26
south-africa-xhosa-kir	South Africa Xhosa KIR	34º 0' S	19º 0' E	Not Known	Unknown	Blood Donor	Black	Sub-Saharan Africa	50	2003	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20Africa%20Xhosa%20KIR	2026-08-26
south-african-black	South African  Black	29º 9' S	24º 39' E	Not Known	Urban	Controls for Disease Study	Black	Sub-Saharan Africa	142	2019	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20African%20%20Black	2026-08-26
south-african-indian-population	South African Indian population	29º 22' S	24º 31' E	Parents live at same location	Urban and Rural	Controls for Disease Study	Asian	Sub-Saharan Africa	50	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20African%20Indian%20population	2026-08-26
south-african-mixed-ancestry	South African Mixed ancestry	29º 22' S	24º 31' E	Parents live at same location	Urban and Rural	Controls for Disease Study	Mixed	Sub-Saharan Africa	50	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20African%20Mixed%20ancestry	2026-08-26
south-korea-cytokine	South Korea Cytokine	37º 0' N	126º 0' E	Not Known	Urban	Controls for Disease Study	Oriental	North-East Asia	100	2000	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20Korea%20Cytokine	2026-08-26
south-korea-kir	South Korea KIR	37º 0' N	126º 0' E	Not Known	Urban	Other	Oriental	North-East Asia	154	2004	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20Korea%20KIR	2026-08-26
south-korea-mic	South Korea MIC	37º 0' N	126º 0' E	Not Known	Urban and Rural	Bone Marrow Registry	Oriental	North-East Asia	199	2002	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20Korea%20MIC	2026-08-26
south-korea-seoul-cytokine	South Korea Seoul Cytokine	37º 0' N	127º 0' E	Not Known	Urban and Rural	Anthropology Study	Oriental	North-East Asia	57	2002	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20Korea%20Seoul%20Cytokine	2026-08-26
south-korea-seoul-mic	South Korea Seoul MIC	37º 34' N	126º 58' E	Not Known	Unknown	Other	Oriental	North-East Asia	139	2009	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20Korea%20Seoul%20MIC	2026-08-26
south-korea-pop-1	South Korea pop 1	37º 0' N	126º 0' E	Not Known	Urban and Rural	Bone Marrow Registry	Oriental	North-East Asia	324	2000	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20Korea%20pop%201	2026-08-26
south-korea-pop-10	South Korea pop 10	37º 33' N	126º 58' E	Not Known	Unknown	Bone Marrow Registry	Oriental	North-East Asia	4128	2009	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20Korea%20pop%2010	2026-08-26
south-korea-pop-11	South Korea pop 11	36º 47' N	129º 19' E	Not Known	Urban and Rural	Anthropology Study	Oriental	North-East Asia	149	2010	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20Korea%20pop%2011	2026-08-26
south-korea-pop-2	South Korea pop 2	37º 0' N	126º 0' E	Not Known	Urban	Other	Oriental	North-East Asia	207	2001	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20Korea%20pop%202	2026-08-26
south-korea-pop-3	South Korea pop 3	37º 33' N	126º 59' E	Not Known	Unknown	Anthropology Study	Oriental	North-East Asia	485	2004	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20Korea%20pop%203	2026-08-26
south-korea-pop-4	South Korea pop 4	37º 35' N	127º 0' E	Not Known	Urban and Rural	Controls for Disease Study	Oriental	North-East Asia	211	2006	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20Korea%20pop%204	2026-08-26
south-korea-pop-5	South Korea pop 5	37º 33' N	126º 59' E	Not Known	Urban and Rural	Anthropology Study	Oriental	North-East Asia	467	2005	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20Korea%20pop%205	2026-08-26
south-korea-pop-6	South Korea pop 6	37º 33' N	126º 59' E	Not Known	Unknown	Bone Marrow Registry	Oriental	North-East Asia	800	2003	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20Korea%20pop%206	2026-08-26
south-korea-pop-7	South Korea pop 7	37º 33' N	126º 59' E	Not Known	Urban	Controls for Disease Study	Oriental	North-East Asia	486	2006	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20Korea%20pop%207	2026-08-26
south-korea-pop-8	South Korea pop 8	37º 34' N	126º 58' E	Not Known	Unknown	Anthropology Study	Oriental	North-East Asia	7096	2009	https://www.allelefrequencies.net/pop6001c.asp?pop_name=South%20Korea%20pop%208	2026-08-26
spain	Spain	40º 24' N	3º 41' W	Not Known	Unknown	Anthropology Study	Caucasoid	Europe	60	1996	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain	2026-08-26
spain-catalunya-navarra-extremadura-aarag-n-cantabria	Spain (Catalunya, Navarra, Extremadura, Aaragón, Cantabria,	41º 22' N	2º 11' E	Not Known	Unknown	Bone Marrow Registry	Caucasoid	Europe	4335	2018	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20%28Catalunya%2C%20Navarra%2C%20Extremadura%2C%20Aarag%C3%B3n%2C%20Cantabria%2C	2026-08-26
spain-andalusia	Spain Andalusia	37º 22' N	5º 59' W	Not Known	Urban and Rural	Blood Donor	Caucasoid	Europe	99 (B = 85, C = 82, DPB1 = 94)	2005	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Andalusia	2026-08-26
spain-andalusia-romani	Spain Andalusia Romani	37º 22' N	5º 59' W	Not Known	Urban and Rural	Controls for Disease Study	Caucasoid	Europe	99 (A = 76, C = 78, DPB1 = 80, DQB1 = 87)	2005	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Andalusia%20Romani	2026-08-26
spain-arratia-valley-basque	Spain Arratia Valley Basque	43º 0' N	3º 0' W	Grandparents live at same location	Rural	Anthropology Study	Caucasoid	Europe	83	2002	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Arratia%20Valley%20Basque	2026-08-26
spain-avil-s-kir	Spain Avilés KIR	43º 9' N	5º 55' W	Not Known	Urban and Rural	Blood Donor	Caucasoid	Europe	339	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Avil%C3%A9s%20KIR	2026-08-26
spain-barcelona	Spain Barcelona	41º 22' N	2º 11' E	Not Known	Urban	Bone Marrow Registry	Caucasoid	Europe	941	2000	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Barcelona	2026-08-26
spain-basque-kir	Spain Basque KIR	43º 15' N	2º 55' W	Not Known	Unknown	Blood Donor	Caucasoid	Europe	71	2005	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Basque%20KIR	2026-08-26
spain-cantabria-kir	Spain Cantabria KIR	43º 28' N	3º 48' W	Not Known	Unknown	Other	Caucasoid	Europe	230	0	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Cantabria%20KIR	2026-08-26
spain-catalonia-girona	Spain Catalonia Girona	41º 59' N	2º 49' E	Grandparents live at same location	Rural	Blood Donor	Caucasoid	Europe	88	1997	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Catalonia%20Girona	2026-08-26
spain-cytokine	Spain Cytokine	40º 15' N	4º 21' W	Not Known	Unknown	Controls for Disease Study	Caucasoid	Europe	97	2004	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Cytokine	2026-08-26
spain-galicia-and-murcia	Spain Galicia and Murcia	43º 0' N	8º 0' W	Not Known	Urban and Rural	Controls for Disease Study	Caucasoid	Europe	473	2006	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Galicia%20and%20Murcia	2026-08-26
spain-gipuzkoa-basque	Spain Gipuzkoa Basque	43º 10' N	2º 10' W	Grandparents live at same location	Rural	Blood Donor	Caucasoid	Europe	100	1997	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Gipuzkoa%20Basque	2026-08-26
spain-granada	Spain Granada	37º 10' N	3º 36' W	Not Known	Urban	Blood Donor	Caucasoid	Europe	280	1995	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Granada	2026-08-26
spain-granada-cytokine	Spain Granada Cytokine	37º 10' N	3º 36' W	Not Known	Urban	Blood Donor	Caucasoid	Europe	102	1995	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Granada%20Cytokine	2026-08-26
spain-granada-cytokine-pop-2	Spain Granada Cytokine pop 2	37º 10' N	3º 36' W	Not Known	Urban and Rural	Bone Marrow Registry	Caucasoid	Europe	176	2006	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Granada%20Cytokine%20pop%202	2026-08-26
spain-granada-kir	Spain Granada KIR	37º 10' N	3º 36' W	Not Known	Urban and Rural	Controls for Disease Study	Caucasoid	Europe	100	2005	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Granada%20KIR	2026-08-26
spain-ibiza	Spain Ibiza	39º 0' N	1º 3' E	Parents live at same location	Urban and Rural	Bone Marrow Registry	Caucasoid	Europe	88	2001	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Ibiza	2026-08-26
spain-las-alpujarras	Spain Las Alpujarras	36º 56' N	3º 20' W	Grandparents live at same location	Rural	Anthropology Study	Unspecified	Europe	85	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Las%20Alpujarras	2026-08-26
spain-lugo-cytokine	Spain Lugo Cytokine	43º 0' N	7º 34' W	Not Known	Urban and Rural	Controls for Disease Study	Caucasoid	Europe	128	2000	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Lugo%20Cytokine	2026-08-26
spain-mic	Spain MIC	43º 21' N	5º 50' W	Not Known	Unknown	Controls for Disease Study	Caucasoid	Europe	116	2001	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20MIC	2026-08-26
spain-mic-pop-2	Spain MIC pop 2	40º 24' N	3º 41' W	Not Known	Unknown	Controls for Disease Study	Caucasoid	Europe	342	2000	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20MIC%20pop%202	2026-08-26
spain-madrid	Spain Madrid	40º 24' N	3º 41' W	Not Known	Urban and Rural	Controls for Disease Study	Caucasoid	Europe	504	2004	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Madrid	2026-08-26
spain-madrid-kir	Spain Madrid KIR	40º 24' N	3º 41' W	Not Known	Urban	Controls for Disease Study	Caucasoid	Europe	131	2007	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Madrid%20KIR	2026-08-26
spain-majorca	Spain Majorca	39º 37' N	2º 59' E	Parents live at same location	Urban and Rural	Bone Marrow Registry	Caucasoid	Europe	407	2001	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Majorca	2026-08-26
spain-majorca-chueta-mic	Spain Majorca Chueta MIC	39º 37' N	2º 59' E	Not Known	Unknown	Anthropology Study	Caucasoid	Europe	95	2008	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Majorca%20Chueta%20MIC	2026-08-26
spain-majorca-kir	Spain Majorca KIR	39º 37' N	2º 59' E	Not Known	Urban and Rural	Anthropology Study	Caucasoid	Europe	63	2005	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Majorca%20KIR	2026-08-26
spain-majorca-mic	Spain Majorca MIC	39º 37' N	2º 59' E	Not Known	Unknown	Anthropology Study	Caucasoid	Europe	165	2008	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Majorca%20MIC	2026-08-26
spain-majorca-and-minorca	Spain Majorca and Minorca	39º 37' N	2º 59' E	Grandparents live at same location	Unknown	Anthropology Study	Caucasoid	Europe	90	2000	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Majorca%20and%20Minorca	2026-08-26
spain-majorcans-jews	Spain Majorcans Jews	39º 37' N	2º 57' E	Parents live at same location	Urban and Rural	Bone Marrow Registry	Jew	Europe	103	2001	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Majorcans%20Jews	2026-08-26
spain-malaga	Spain Malaga	36º 43' N	4º 25' W	Not Known	Urban	Controls for Disease Study	Caucasoid	Europe	160	2007	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Malaga	2026-08-26
spain-malaga-mic	Spain Malaga MIC	36º 43' N	4º 25' W	Not Known	Unknown	Controls for Disease Study	Caucasoid	Europe	241	2008	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Malaga%20MIC	2026-08-26
spain-malaga-romani	Spain Malaga Romani	36º 43' N	4º 25' W	Not Known	Urban	Controls for Disease Study	Other	Europe	80	2007	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Malaga%20Romani	2026-08-26
spain-minorca	Spain Minorca	39º 58' N	4º 5' E	Parents live at same location	Urban and Rural	Bone Marrow Registry	Caucasoid	Europe	94	2001	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Minorca	2026-08-26
spain-murcia	Spain Murcia	37º 59' N	1º 7' W	Parents live at same location	Urban and Rural	Bone Marrow Registry	Caucasoid	Europe	173 (C = 356)	2000	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Murcia	2026-08-26
spain-murcia-kir	Spain Murcia KIR	38º 0' N	1º 6' W	Not Known	Unknown	Controls for Disease Study	Caucasoid	Europe	200	2011	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Murcia%20KIR	2026-08-26
spain-murcia-mic	Spain Murcia MIC	37º 59' N	1º 8' W	Not Known	Urban	Anthropology Study	Caucasoid	Europe	154	2007	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Murcia%20MIC	2026-08-26
spain-navarre-basques	Spain Navarre Basques	43º 8' N	1º 31' W	Grandparents live at same location	Rural	Anthropology Study	Caucasoid	Europe	116 (DPB1 = 96, DQA1 = 112)	2000	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Navarre%20Basques	2026-08-26
spain-north	Spain North	43º 21' N	5º 50' W	Not Known	Unknown	Controls for Disease Study	Caucasoid	Europe	156	2007	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20North	2026-08-26
spain-north-cabuerniga	Spain North Cabuerniga	43º 0' N	4º 0' W	Not Known	Rural	Anthropology Study	Caucasoid	Europe	95	2002	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20North%20Cabuerniga	2026-08-26
spain-north-cantabria	Spain North Cantabria	43º 0' N	3º 0' W	Grandparents live at same location	Rural	Anthropology Study	Caucasoid	Europe	83	2002	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20North%20Cantabria	2026-08-26
spain-northwest	Spain Northwest	42º 36' N	5º 34' W	Not Known	Unknown	Bone Marrow Registry	Caucasoid	Europe	1818	2007	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Northwest	2026-08-26
spain-northwest-lugo	Spain Northwest Lugo	43º 0' N	7º 34' W	Not Known	Urban and Rural	Controls for Disease Study	Caucasoid	Europe	145	2000	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Northwest%20Lugo	2026-08-26
spain-pas-valley	Spain Pas Valley	43º 0' N	3º 0' W	Grandparents live at same location	Rural	Anthropology Study	Caucasoid	Europe	88	2002	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Pas%20Valley	2026-08-26
spain-sevilla	Spain Sevilla	37º 22' N	5º 58' W	Parents live at same location	Unknown	Bone Marrow Registry	Caucasoid	Europe	278	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Sevilla	2026-08-26
spain-sevilla-kir	Spain Sevilla KIR	37º 22' N	5º 58' W	Parents live at same location	Unknown	Bone Marrow Registry	Caucasoid	Europe	278	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Sevilla%20KIR	2026-08-26
spain-tenerife-island	Spain Tenerife Island	28º 16' N	16º 36' W	Grandparents live at same location	Urban	Anthropology Study	Guanche	Europe	83	2015	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Tenerife%20Island	2026-08-26
spain-valencia	Spain Valencia	39º 29' N	0º 22' W	Not Known	Urban and Rural	Solid Organ Unrelated Donors	Caucasoid	Europe	577	2008	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20Valencia	2026-08-26
spain-pop-2	Spain pop 2	40º 24' N	3º 41' W	Not Known	Unknown	Anthropology Study	Caucasoid	Europe	114	1996	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%20pop%202	2026-08-26
spain-canary-islands-gran-canaria-island	Spain, Canary Islands, Gran canaria island	27º 57' N	15º 36' W	Grandparents live at same location	Urban and Rural	Anthropology Study	Mixed	Europe	215	2016	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Spain%2C%20Canary%20Islands%2C%20Gran%20canaria%20island	2026-08-26
